t,h,y,y_potential,y_autonomous,r_expected,r_cb,r_natural,pi,pi_expected,pi_long_run,pi_target,gamma,theta,alpha,phi_pi,phi_y,chi,eta
245,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
246,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
247,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
248,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
249,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
250,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
251,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
252,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
253,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
254,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
255,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
256,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
257,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
258,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
259,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
260,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
261,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
262,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
263,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
264,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
265,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
266,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
267,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
268,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
269,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
270,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
271,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
272,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
273,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
274,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
275,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
276,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
277,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
278,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
279,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
280,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
281,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
282,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
283,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
284,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
285,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
286,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
287,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
288,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
289,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
290,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
291,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
292,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
293,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
294,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
295,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
296,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
297,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
298,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
299,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
300,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
301,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
302,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
303,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
304,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
305,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
306,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
307,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
308,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
309,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
310,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
311,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
312,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
313,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
314,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
315,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
316,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
317,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
318,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
319,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
320,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
321,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
322,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
323,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
324,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
325,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
326,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
327,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
328,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
329,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
330,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
331,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
332,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
333,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
334,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
335,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
336,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
337,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
338,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
339,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
340,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
341,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
342,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
343,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
344,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
345,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
346,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
347,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
348,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
349,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
350,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
351,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
352,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
353,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
354,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
355,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
356,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
357,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
358,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
359,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
360,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
361,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
362,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
363,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
364,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
365,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
366,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
367,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
368,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
369,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
370,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
371,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
372,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
373,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
374,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
375,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
376,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
377,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
378,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
379,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
380,0.0,1.0009090909090885,1.0009090909090872,1.11,0.05454545454545574,0.05454545454545574,0.05454545454545645,0.035,0.035,0.03500000000000001,0.035,2,0.3,0.25,1.5,0.25,0.1,0.05
